name,poi_type,brand,operator,opening_hours,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.524593399999986,13.307192299999999,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,,24/7,,52.53011829999998,13.306161999999999,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.54481309999999,13.493269199999999,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.500489099999996,13.437147299999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,be emobil,Allego,,,52.478826999999995,13.323905799999999,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.53224279999999,13.431414899999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,EnBW Energie Baden-Württemberg AG,,,52.5050756,13.6067354,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,compleo,Berliner Stadtwerke,24/7,,52.5217588,13.350056199999997,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.52726959999999,13.383437899999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.52241810000001,13.4511613,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,,,,52.52407039999999,13.3435526,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Berliner Stadtwerke KommunalPartner GmbH,,,52.4276421,13.3379792,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.524119199999994,13.4484436,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,be emobil,24/7,,52.46165249999999,13.339700199999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,,,,52.49610090000001,13.5636863,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49605660000001,13.5640644,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49601229999999,13.564464599999999,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.495956899999996,13.5649457,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49592369999999,13.565281299999999,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,E.ON,E.ON,,,52.5214857,13.586304599999998,Marzahn-Hellersdorf,10,Hellersdorf,Hellersdorf
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.53905119999999,13.3487027,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.539366399999984,13.356288399999999,Mitte,01,Wedding,Wedding
Allego,charging_station,,Allego,,,52.519338,13.326897499999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,E.ON,,,52.4764434,13.600778399999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,Lidl,,,52.586377999999996,13.315829399999998,Reinickendorf,12,Borsigwalde,Borsigwalde
unknown gas station,charging_station,,sozdia.de,,,52.51222299999999,13.479397399999998,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,,,,52.420725,13.476686399999998,Neukölln,08,Gropiusstadt,Gropiusstadt
unknown gas station,charging_station,,,,,52.422764699999995,13.4834869,Neukölln,08,Rudow,Rudow
unknown gas station,charging_station,,,,,52.40484729999999,13.3809569,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.46289759999999,13.339595600000003,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5130324,13.465793099999999,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
ubitricity,charging_station,ubitricity,ubitricity,,,52.4234443,13.3251151,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.423695499999994,13.3261367,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.4239899,13.3272685,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.423898,13.326876799999999,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.4241113,13.3277232,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.498024799999996,13.429363499999997,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,E.ON,,,52.519309899999996,13.3904693,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.494828399999996,13.39824,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.500857,13.4169058,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4546685,13.429861799999998,Neukölln,08,Britz,Britz
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49340479999999,13.4576772,Treptow-Köpenick,09,Alt-Treptow,Alt-Treptow
LIDL Ladestation,charging_station,,Lidl,Mo-Sa 07:00-21:00; Su 08:00-20:00,"Pistoriusstraße 66-67, 13086",52.556153,13.437570999999998,Pankow,03,Weißensee,Weißensee
unknown gas station,charging_station,,:hager,,,52.457550100000006,13.5347392,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Shell Recharge,charging_station,ChargePoint,Shell Recharge Solutions,,,52.543357699999994,13.4904326,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,,,,52.53762069999998,13.366961799999999,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,,,,52.5376465,13.3670197,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,,,,52.53767130000001,13.367068799999998,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,sleep&charge,,,52.53902219999999,13.498659199999999,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,Circle K,,,52.53720679999999,13.375177999999998,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Circle K,,,52.5372206,13.3752108,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Stadtwerke Berlin,,,52.498516499999994,13.4199857,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke GmbH,,,52.49589900000001,13.422501499999997,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Stadtwerke Berlin,,,52.4878324,13.375648099999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,PH open,,52.4525671,13.630727399999998,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4960382,13.4017448,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5218448,13.454342999999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.517104399999994,13.432550699999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.51907229999999,13.4466677,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5104545,13.4649743,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5131155,13.4482334,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
Berlin Gleisdreieck Supercharger,charging_station,Tesla Supercharger,"Tesla, Inc.",24/7,"Schöneberger Ufer 3, 10785 Berlin",52.50225989999999,13.373832099999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5481058,13.374460300000003,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.506362799999984,13.394560899999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5145885,13.4734906,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,EnBW Energie Baden-Württemberg AG,24/7,,52.452054199999985,13.585814599999999,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,Wirelane,,,52.51422339999999,13.478329599999999,Lichtenberg,11,Lichtenberg,Lichtenberg
Ladesäule 2x11 kW Typ 2 Blumenthalstr. 2,charging_station,,Berliner Stadtwerke,24/7,,52.4623566,13.380986499999999,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
ubitricity,charging_station,ubitricity,ubitricity,,,52.414148,13.325796699999998,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.4138981,13.325583599999998,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Stadtwerke Berlin,,,52.51968839999999,13.385186899999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,,,,52.466255299999986,13.584779,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49029070000001,13.4074222,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.50187909999998,13.456543099999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5143877,13.4351168,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.51165129999999,13.4381769,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49251739999999,13.416641,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.50261590000001,13.4327327,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,EnBW Energie Baden-Württemberg AG,24/7,,52.45208079999998,13.585741799999997,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,,,,52.49017349999999,13.606508599999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,Compleo,Berliner Stadtwerke,,,52.525443499999994,13.3983223,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.506297999999994,13.521064999999998,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
unknown gas station,charging_station,,E.ON,,,52.4165428,13.4969009,Neukölln,08,Rudow,Rudow
unknown gas station,charging_station,,Shell,,,52.50403259999999,13.407854799999999,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,,,52.491498099999994,13.605519599999997,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.49143999999999,13.605946499999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.4913709,13.606427099999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.49130919999999,13.606872399999999,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.4912457,13.6073282,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.484814499999985,13.586717,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,,,,52.48465229999999,13.586345999999999,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,,,,52.484522299999995,13.586051199999998,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,,,,52.4843253,13.5856097,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,,,,52.4841493,13.5852114,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,,,,52.484034099999995,13.5849767,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,Berliner Stadtwerke,,"Theodor-Loos-Weg 47, 12353 Berlin",52.420892800000004,13.4753413,Neukölln,08,Gropiusstadt,Gropiusstadt
unknown gas station,charging_station,,Lidl,,,52.546054699999985,13.575631299999998,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.443275899999996,13.503127599999997,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,,,,,52.495538899999985,13.565655199999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49534390000001,13.565600199999999,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49511559999999,13.5655308,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.4945167,13.565255699999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.493788499999994,13.5651434,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,ubitricity,,,52.52230319999999,13.6165158,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.522106599999994,13.6170868,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.5218397,13.6178447,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.492391600000005,13.564595399999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.4928,13.564751299999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,,,52.49301199999999,13.5648363,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,Charité,,,52.52473640000001,13.376641999999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4869762,13.4642389,Treptow-Köpenick,09,Plänterwald,Plänterwald
unknown gas station,charging_station,,,,,52.551077599999985,13.3921833,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Deutsche Telekom,,,52.5484318,13.447725199999999,Pankow,03,Weißensee,Weißensee
unknown gas station,charging_station,,,,,52.4985745,13.403049799999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.52931949999999,13.377478299999998,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke KommunalPartner GmbH,24/7,,52.4392664,13.343931899999998,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.500738899999995,13.555070999999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.50043169999999,13.555250399999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.5000685,13.555411299999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
Berlin_Siemensstraße_3,charging_station,,Miha Charge,,,52.44372179999999,13.336702099999998,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
Berlin_Siemensstraße_1,charging_station,,Miha Charge,,,52.44360910000001,13.3362714,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
Berlin_Siemensstraße_2,charging_station,,Miha Charge,,,52.4435642,13.336091899999998,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.53183189999999,13.4284993,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,ubitricity,,,52.51587889999999,13.6371944,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.5162673,13.637817299999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.5167937,13.638104799999999,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.5170133,13.63754,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.51701450000001,13.637228699999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,ubitricity,,,52.51717360000001,13.6365712,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.5147604,13.5546669,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.51520519999999,13.5547573,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.5160933,13.5549612,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.5166931,13.555092999999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.51704970000001,13.555162299999997,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.51734079999999,13.555232,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.520457099999994,13.555922399999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.520757499999995,13.555986499999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.5210324,13.5560468,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.521709699999995,13.556198099999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.521955799999986,13.556249700000002,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.52224139999999,13.5563229,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.49779629999999,13.5615469,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.497823,13.5606417,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.497855,13.559508999999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.49788,13.558846999999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,,24/7,,52.44603759999999,13.625277899999999,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
E-Tankstelle,charging_station,,,,,52.507627400000004,13.3156825,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.627135300000006,13.314872199999998,Reinickendorf,12,Hermsdorf,Hermsdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.62725089999999,13.3145089,Reinickendorf,12,Hermsdorf,Hermsdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.6273985,13.314083899999998,Reinickendorf,12,Hermsdorf,Hermsdorf
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.6276561,13.3128228,Reinickendorf,12,Hermsdorf,Hermsdorf
unknown gas station,charging_station,,Deutsche Telekom,24/7,,52.510249399999985,13.4902528,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Deutsche Telekom,24/7,,52.5102097,13.4904269,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Deutsche Telekom,24/7,,52.5100373,13.490497399999999,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.3888367,13.3943084,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
unknown gas station,charging_station,Shell Recharge,Shell Recharge Solutions,24/7,,52.38727609999999,13.407947299999998,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.43583769999999,13.382155,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
ubitricity,charging_station,ubitricity,ubitricity,,,52.4360302,13.5371552,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49930189999999,13.414367899999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,ubitricity,,,52.439577899999996,13.5086835,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,,ubitricity,,,52.4395466,13.509270799999998,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,,52.4783067,13.4426524,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,"Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz Berlin",,,52.4783415,13.442594599999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,qwello,Qwello,24/7,,52.54400989999999,13.372467900000002,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,qwello,Qwello,24/7,,52.54401699999998,13.372435199999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Compleo,,,52.50476569999999,13.431221999999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,EnBW,EnBW Energie Baden-Württemberg AG,,,52.509725399999994,13.3633003,Mitte,01,Tiergarten,Tiergarten
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.50317199999999,13.3901164,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,,,52.5082287,13.5284251,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
unknown gas station,charging_station,,,,,52.5082287,13.528461999999998,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
unknown gas station,charging_station,,Jelbi,24/7,,52.6362536,13.4913839,Pankow,03,Buch,Buch
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.493540499999995,13.3519338,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,,,,52.4329738,13.4630938,Neukölln,08,Buckow,Buckow
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4941104,13.423069099999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,LichtBlick eMobility,,24/7,,52.39118969999999,13.395463000000001,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
unknown gas station,charging_station,,Berliner Stadtwerke GmbH,,,52.50625849999998,13.5572237,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
Esso Lichtenrader Damm,charging_station,,Esso,24/7,,52.3879584,13.4083255,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
unknown gas station,charging_station,TotalEnergies,TotalEnergies,,,52.523301399999994,13.3398613,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,TotalEnergies,TotalEnergies,,,52.5255294,13.3347204,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,TotalEnergies,TotalEnergies,,,52.52553189999999,13.3346506,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Berliner Stadtwerke GmbH,,,52.505434,13.5670238,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,Shell Recharge,Shell Recharge Solutions,,,52.56611259999998,13.3947164,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,,Qwello,,,52.4773715,13.4371306,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.4773811,13.437203999999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,E.ON,,,52.530029299999995,13.424861,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,E.ON,,,52.5300539,13.4247966,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Qwello,,,52.470771500000005,13.4451978,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.4707795,13.4452675,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Lidl,,,52.5467165,13.4285646,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Vattenfall,,,52.5475282,13.429929899999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Qwello,,,52.5507838,13.391479499999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5518409,13.388300899999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Kaufland,,,52.523109699999985,13.4626004,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5254364,13.3234502,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Lidl,,,52.51346409999999,13.6116613,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,,,52.43943599999999,13.408860700000002,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4993211,13.3162014,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49932669999999,13.316130499999998,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.49932579999999,13.3160577,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Qwello,,,52.5477934,13.359271799999998,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Qwello,,,52.5477557,13.359208899999999,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,EZE,,,52.506402200000004,13.376785,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,,,52.4817846,13.4446548,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,,,,52.481763199999996,13.4446258,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.492267,13.4363394,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
