name,poi_type,brand,operator,opening_hours,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id
unknown gas station,charging_station,,,24/7,,52.4570937,13.527951799999999,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Vattenfall TripleCharger,charging_station,,Vattenfall,24/7,,52.45702419999999,13.528134599999998,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
unknown gas station,charging_station,,Allego,,,52.523585399999995,13.3341301,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Kaufland,24/7,,52.4995276,13.4961694,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
bike-energy Berlin,charging_station,bike-energy,bike-energy,,,52.429725,13.455637599999998,Neukölln,08,Gropiusstadt,Gropiusstadt
unknown gas station,charging_station,,Allego,24/7,,52.432006099999995,13.3256248,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Naturstrom AG,24/7,,52.492219299999995,13.378089200000002,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Naturstrom AG,24/7,,52.4921016,13.377714699999999,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.4898266,13.381066999999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,E.ON,,,52.53048940000001,13.3914333,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,ecotap,,,52.4446068,13.5750091,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,,24/7,,52.500328,13.273101699999998,Charlottenburg-Wilmersdorf,04,Westend,Westend
unknown gas station,charging_station,,,,,52.43462710000001,13.535015399999999,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Schneider,,,52.43454619999999,13.5351301,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Schneider,,,52.43451919999999,13.5351683,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.43460009999999,13.5350537,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.43457319999999,13.535091899999998,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Schneider,,,52.4345454,13.535236700000002,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.4345723,13.5351985,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.434599299999995,13.535160299999998,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.43462629999999,13.535122,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,,,,52.434653299999994,13.5350838,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Allego,,,52.480140299999995,13.475531699999998,Treptow-Köpenick,09,Plänterwald,Plänterwald
unknown gas station,charging_station,,efacec,,,52.454957099999994,13.338551499999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Autohaus Wegener Berlin GmbH,Mo-Fr 07:00-18:30; Sa 09:00-16:00; PH off,,52.446647899999995,13.5903239,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,Allego,,,52.45145339999999,13.5834793,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,Landesvertretung Niedersachsen,,,52.51237479999999,13.377672499999997,Mitte,01,Mitte,Mitte
Lidl Filiale Berlin-Pankow,charging_station,,Lidl,Mo-Sa 07:00-21:00,,52.554289000000004,13.4001656,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Flottwell Berlin Hotel & Residenz am Park,,,52.50027849999998,13.370679199999998,Mitte,01,Tiergarten,Tiergarten
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5130723,13.3897963,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,24/7,,52.48219519999999,13.4409007,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,be emobil,,,52.501714500000006,13.305581999999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
efacec fast e,charging_station,,efacec,,,52.5889708,13.4290521,Pankow,03,Französisch Buchholz,Französisch
unknown gas station,charging_station,,Lidl,,,52.4492686,13.354405699999997,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Lidl,,,52.574112899999996,13.39905,Pankow,03,Niederschönhausen,Niederschönhausen
unknown gas station,charging_station,,Allego,,,52.50331580000001,13.3284391,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Lidl,,,52.5655746,13.378788599999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Allego,24/7,,52.4649576,13.4423706,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Deutsche Telekom,24/7,,52.510173099999996,13.4905839,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Delta,,,52.50672539999999,13.3801119,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Delta,,,52.506722999999994,13.380057499999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,24/7,,52.4788845,13.436298399999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,hypercharger,,,52.5205666,13.4683244,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,be emobil,,,52.5096006,13.423472100000001,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.46215109999999,13.158692,Spandau,05,Kladow,Kladow
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.462201099999994,13.1586882,Spandau,05,Kladow,Kladow
unknown gas station,charging_station,,Allego,24/7,,52.479699399999994,13.439895899999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Berliner Wasserbetriebe,,,52.55688769999999,13.5305553,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,be emobil,,,52.53641999999999,13.3905716,Mitte,01,Gesundbrunnen,Gesundbrunnen
allego,charging_station,,Allego,,,52.4907231,13.331401899999998,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Lidl,,,52.4755698,13.451769099999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Bosch Mobility Solutions,,,52.530594699999995,13.274788999999998,Spandau,05,Siemensstadt,Siemensstadt
unknown gas station,charging_station,,Bosch Mobility Solutions,,,52.531248999999995,13.274177400000001,Spandau,05,Siemensstadt,Siemensstadt
unknown gas station,charging_station,,Kaufland,,,52.468379299999995,13.377179900000002,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,Vattenfall,,,52.460474899999994,13.324646599999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Vattenfall,,,52.46049049999999,13.3232934,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Be emobil,,,52.50561019999999,13.419359999999998,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,,,52.4830318,13.5273739,Lichtenberg,11,Karlshorst,Karlshorst
unknown gas station,charging_station,,Allego,24/7,,52.4688822,13.461599699999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,24/7,,52.543540899999996,13.204611299999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Allego,,,52.5401262,13.2046481,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,,,,52.53817569999999,13.217490199999999,Spandau,05,Haselhorst,Haselhorst
unknown gas station,charging_station,,Lidl,,,52.4920926,13.4320719,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Lidl,,,52.50122609999999,13.435133699999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
Schnellladesäule,charging_station,,BWENb,,,52.4090561,13.3704297,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
unknown gas station,charging_station,,Allego,24/7,,52.48992239999999,13.4244502,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,24/7,,52.49213490000001,13.4231898,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,,,52.4850858,13.3839571,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,24/7,,52.48867299999999,13.4071785,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,,,52.4084441,13.3714974,Tempelhof-Schöneberg,07,Marienfelde,Marienfelde
Allego,charging_station,,Allego,24/7,,52.561821399999985,13.394853399999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Allego,,,52.541599899999994,13.422636599999999,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.4944335,13.3015995,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Allego,,,52.491601599999996,13.3925472,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.501202,13.388519199999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,24/7,,52.5626503,13.3737834,Reinickendorf,12,Reinickendorf,Reinickendorf
unknown gas station,charging_station,allego,Allego,,,52.5101851,13.4032066,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,be emobil,,,52.49476630000001,13.349807,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,be emobil,,,52.5001446,13.349630799999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,,,52.49861949999999,13.2975617,Charlottenburg-Wilmersdorf,04,Halensee,Halensee
be emobil Ladesäule,charging_station,,Allego,,,52.4992411,13.3017937,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Allego,24/7,,52.4706625,13.435086499999999,Neukölln,08,Neukölln,Neukölln
be emobil Ladesäule,charging_station,,Allego,,,52.50045459999999,13.309259999999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Kaufland,,,52.55323059999999,13.3457858,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,be emobil,,,52.4579755,13.291595199999998,Steglitz-Zehlendorf,06,Dahlem,Dahlem
unknown gas station,charging_station,,Allego,,,52.551290699999996,13.3406705,Mitte,01,Wedding,Wedding
be emobil Ladesäule,charging_station,,Allego,,,52.502086799999994,13.296416799999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Lidl,,,52.52707439999998,13.306594,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,be emobil,,,52.444823400000004,13.2686532,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,be emobil,,,52.442555,13.239797899999997,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,Allego,24/7,,52.4686993,13.467602599999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Lidl,,,52.56172839999999,13.365017400000001,Reinickendorf,12,Reinickendorf,Reinickendorf
unknown gas station,charging_station,,allego,,,52.42562409999999,13.5752913,Treptow-Köpenick,09,Grünau,Grünau
unknown gas station,charging_station,,be emobil,,,52.48427099999999,13.294097699999998,Charlottenburg-Wilmersdorf,04,Schmargendorf,Schmargendorf
unknown gas station,charging_station,,Allego,24/7,,52.47714049999998,13.4202091,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,24/7,,52.484862799999995,13.456945099999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,,,52.53132029999998,13.3869787,Mitte,01,Mitte,Mitte
be emobil Ladesäule,charging_station,,Allego,,,52.50270679999999,13.313247,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Allego,24/7,,52.54683489999999,13.405608,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,24/7,,52.56522379999998,13.3917734,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Allego,,,52.536566,13.377772199999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,compleo,Allego,,,52.5186425,13.462241499999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.45746919999999,13.449372299999999,Neukölln,08,Britz,Britz
unknown gas station,charging_station,,Allego,24/7,,52.5507033,13.408235399999999,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,Compleo,Berliner Stadtwerke,,,52.5382597,13.399761800000002,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5179788,13.315711999999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Stadtwerke Berlin,,,52.52901219999998,13.331745199999999,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Be-Mobil,,,52.438451499999985,13.2154638,Steglitz-Zehlendorf,06,Nikolassee,Nikolassee
unknown gas station,charging_station,,Allego,,"Markgrafendamm 6, 10245 Berlin",52.4985182,13.465555599999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Allego,,,52.495793899999995,13.4687742,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Allego,,,52.5004838,13.4585976,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Allego,24/7,,52.49720210000001,13.388764099999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,be emobil,,,52.536665799999994,13.264090699999999,Spandau,05,Siemensstadt,Siemensstadt
unknown gas station,charging_station,,be emobil,,,52.4385205,13.262597599999998,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,be emobil,,,52.4869283,13.263687799999998,Charlottenburg-Wilmersdorf,04,Grunewald,Grunewald
unknown gas station,charging_station,,tbd,,,52.44202659999999,13.2658153,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,be emobil,,,52.4434185,13.2801654,Steglitz-Zehlendorf,06,Dahlem,Dahlem
unknown gas station,charging_station,,be emobil,,,52.44697120000001,13.3067058,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,,,52.490094799999994,13.333157699999997,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
be emobil Ladesäule,charging_station,,Allego,,,52.501577399999995,13.318443100000001,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.523429,13.407487999999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,24/7,,52.5299443,13.362432,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Allego,24/7,,52.5459963,13.2252571,Spandau,05,Haselhorst,Haselhorst
Kirchstr 2,charging_station,,Allego,,,52.52413129999999,13.349303299999999,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Allego,24/7,,52.5299461,13.350137799999999,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,be emobil,,,52.4768887,13.2884008,Charlottenburg-Wilmersdorf,04,Schmargendorf,Schmargendorf
unknown gas station,charging_station,,be emobil,,,52.43076599999999,13.269114199999999,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,Allego,,,52.46847970000001,13.2896109,Steglitz-Zehlendorf,06,Dahlem,Dahlem
unknown gas station,charging_station,,be emobil,,,52.47759239999999,13.2824261,Charlottenburg-Wilmersdorf,04,Schmargendorf,Schmargendorf
unknown gas station,charging_station,,be emobil,,,52.44612539999999,13.2323257,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,be emobil,,,52.47375809999999,13.2903378,Charlottenburg-Wilmersdorf,04,Schmargendorf,Schmargendorf
unknown gas station,charging_station,,be emobil,,,52.4427105,13.295723299999999,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,be emobil,,,52.433613199999996,13.2677434,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,be emobil,24/7,,52.44259269999999,13.302852999999999,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,be emobil,,,52.45082620000001,13.322146299999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,be emobil,,,52.45526490000001,13.317580199999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,be emobil,,,52.4530419,13.315733599999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,be emobil,,,52.44709249999999,13.2970177,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,be emobil,,,52.47483009999999,13.3028952,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Allego,,,52.45225439999999,13.5235257,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
be emobil Ladesäule,charging_station,,Allego,,,52.516209,13.337299099999997,Mitte,01,Hansaviertel,Hansaviertel
unknown gas station,charging_station,,,24/7,,52.56957070000001,13.313818000000001,Reinickendorf,12,Reinickendorf,Reinickendorf
unknown gas station,charging_station,,,,,52.499831900000004,13.394785699999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Lidl,,,52.52033889999999,13.2803505,Charlottenburg-Wilmersdorf,04,Westend,Westend
unknown gas station,charging_station,,Lidl,24/7,,52.535617599999995,13.353104299999998,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Allego,24/7,,52.5604463,13.416277099999999,Pankow,03,Pankow,Pankow
be-emobil,charging_station,,,,,52.4550327,13.348512599999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,be emobil,24/7,,52.451776599999995,13.338093,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5217845,13.3221493,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Lidl,,,52.5396471,13.2328348,Spandau,05,Haselhorst,Haselhorst
unknown gas station,charging_station,,be emobil,,,52.4504321,13.286444199999998,Steglitz-Zehlendorf,06,Dahlem,Dahlem
