geometry,artwork_type,material,name,tourism,image,wheelchair,wikidata,wikipedia,artist_name,name:da,name:en,start_date,subject:wikidata,subject:wikipedia,wikimedia_commons,source,toilets:wheelchair,website,heritage,heritage:operator,historic,image:0,lda:criteria,name:de,name:el,name:fr,name:he,name:lb,name:lt,name:ru,name:zh,ref:lda,statue,artist:wikidata,description,name:nl,note,memorial,description:de,addr:floor,artist:wikipedia,level,opening_hours,amenity,date,display,height,inscription,fenced,alt_name,architect,heritage:website,loc_name,direction,name:be,year,fountain,operational_status,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,check_date,indoor,phone,support,visibility,old_name,man_made,format,was:image,layer,check_date:opening_hours,description:fr,drinking_water,end_date,natural,operator,sponsor,weight,width,name:pl,addr:full,colour,drinking_water:legal,emergency,network,pump,pump:status,pump:style,ref,wheelchair:description,access,url,bench,shelter_type,animal,artwork:group,name:ar,construction_date,fixme,aircraft:type,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,name:signed,opening_hours:signed,owner,min_height,reg_name,description:location,lit,location,name:it,note:en,wikimedia_commons:path,inscription:url,covered,leisure,highway,flickr,memorial:conflict,name:es,name:km,source:artist_name,sculpture,artwork_subject,inscription:de,inscription:en,inscription:tr,description:url,board_type,information,playground:theme,mapillary,buried:wikidata,map_location,stone,artwork_group,name:cs,description:en,brand,playground,name:tr,subject,inscription:zh,rer,detail,utility,operator:wikidata,survey:date,ref:schlossgutshofbritz,year_of_construction,denotation,type,contact:facebook,artist:website,alt_name:en,panoramax,official_name,addr:housename,building,building:levels,barrier,smoothness,surface,tunnel,area,name:ja,min_level,roof:shape,incline,ramp,water,backrest,power,ref:signed,website:de,geoglyph:language,handrail,step_count,tactile_paving,tactile_writing:braille:de,tactile_writing:embossed_printed_letters:de,building:colour,building:material,building:part
POINT (13.314099 52.4897607),sculpture,aluminium,Reliefstele,artwork,File:Skulptur Reliefstele Europatag 1972 Reinhold Hommes Fehrbelliner Platz Berlin-Wilmersdorf 02.jpg,,Q127326748,,Reinhold Hommes,,,1972,,,Category:Reliefstele zum Europatag 1972 (Reinhold Hommes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIE RELIEFSTELE WURDE ZUM EUROPATAG 1972 ERRICHTET SIE SYMBOLISIERT DIE PARTNERSCHAFTLICHEN BEZIEHUNGEN ZWISCHEN FÜNF EUROPÄISCHEN STÄDTEN UND WILMERSDORF ERSCHAFFEN WURDE SIE VON DEM BERLINER BILDHAUER REINHOLD HOMMES,,Reliefstele zum Europatag,Reinhold Hommes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3691865 52.57097),mural,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich an der Wand,,,,,,,,,,,Märkische Scholle 1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3645701 52.5720677),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2957287 52.5018281),graffiti,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich and Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2964838 52.4982072),,,Buddy Bear,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.291443 52.4932017),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich an der Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3028943 52.4942122),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,81345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3149986 52.4934908),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3142806 52.4883183),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3710101 52.5728693),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,00436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3648844 52.5742436),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3708948 52.5727658),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3603246 52.5754893),mural,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich an der Wand,,,,,,,,,,,1944 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2925946 52.5007366),mural,,,artwork,File:Mural Berliner Sehenswürdigkeiten Heilbronner Straße Katharinenstraße Berlin-Halensee 10.jpg,,Q134974349,,Graco,,,,,,Category:Mural Berlin sights (Berlin-Halensee),,,,,,,,,,,,,,,,,,,,Wandmalerei Berliner Sehenswürdigkeiten am Parkhaus in der Heilbronner Straße und der Katharinnenstraße.,,befindet sich an der Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4227945 52.4912195),sculpture,bronze,Kämpfende Ziegen,artwork,,,Q117532857,,Brigitte Jonelat-Saebisch,,,,,,"Category:Ziegen (Hohenstaufenplatz, Berlin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4505454 52.5403464),statue,metal,Drei Grazien,artwork,,,Q111152820,,,,,,,,"Category:Drei Grazien (Baldur Schönfelder, Berlin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2986004 52.515825),sculpture,,Schmuckvase,artwork,,,Q116977412,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2987128 52.5158813),sculpture,stone,Schmuckornament,artwork,,,Q116948179,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.298709 52.5159057),sculpture,stone,Schmuckornament,artwork,,,Q116948179,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2985391 52.5159011),sculpture,stone,Schmuckornament,artwork,,,Q116948179,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3110473 52.495039),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,20531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2993699 52.5147086),mural,,,artwork,,,Q116984066,,Esher,,,,,,,,,,,,,,,,,,,,,,,,,,,,befindet sich an der Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.298548 52.515865),sculpture,stone,Schmuckornament,artwork,,,Q116948179,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2986742 52.5158253),sculpture,,Schmuckvase,artwork,,,Q117456447,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2985608 52.5167529),sculpture,,Schmuckvase,artwork,,,Q116984664,,Gerald Matzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.289978 52.5176719),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2972151 52.517644),mural,,,artwork,,,,,,,,,,,File:Mural Wulfsheinstraße 7 Berlin-Charlottenburg 01.jpg,,,,,,,,,,,,,,,,,,,,,,befindet sich an Wand in Hauseinfahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3150077 52.4912839),sculpture,muschelkalk,,artwork,,,,,Johannes Knubel,,,1936,Q127380907,,File:Skulptur Arbeiter-Reliefs ehemaliges Verwaltungsgebäude der Rudolph-Karstadt-AG Fehrbelliner Platz 1 Berlin-Wilmersdorf 01.jpg,,,,,,,,,,,,,,,,,,,Q1697859,Eines von zwei Reliefs am Eingang mit Arbeiterdarstellungen.,,Wandrelief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3154998 52.4820987),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,51888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3154945 52.4821183),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2820366 52.4919148),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3150886 52.4911742),sculpture,muschelkalk,,artwork,,,,,Johannes Knubel,,,1936,Q127380907,,File:Skulptur Arbeiter-Reliefs ehemaliges Verwaltungsgebäude der Rudolph-Karstadt-AG Fehrbelliner Platz 1 Berlin-Wilmersdorf 02.jpg,,,,,,,,,,,,,,,,,,,Q1697859,Eines von zwei Reliefs am Eingang mit Arbeiterdarstellungen.,,Wandrelief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2972464 52.4893425),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,02888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3139791 52.4870662),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3649886 52.5639204),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,00566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2962064 52.5136221),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4211985 52.4313938),sculpture,stone,Wishing Star,artwork,,,Q116478489,,Karl Ciesluk,,,1984,,,,,,https://bildhauerei-in-berlin.de/bildwerk/wishing-star-4702/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOR A WORLD WHERE MAN WILL FINALLY / TRUST – HALTING GOVERNMENTS‘ THREAT / OF DEATH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4151943 52.4334836),sculpture,"granite, ceramic",Drei Liegende,artwork,,,Q136431764,,"Isolde Haug, Azade Köker, Robert Schmidt",,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/drei-liegende-4867/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4167319 52.4330586),installation,,Rhizomatische Brücke,artwork,,,,,"Klaus Zillich, Jürgen D. Zilling, Jasper Halfmann",,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/kosmologischer-park-4846/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4090978 52.4296197),sculpture,stainless steel,Wegzeichen,artwork,,,Q115869498,,Klaus Duschat,,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/wegzeichen-6720/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4137139 52.4337555),sculpture,granite,Großer Wasserstein,artwork,,,Q115871217,,Martin Kuhn,,,2002,,,,,,https://bildhauerei-in-berlin.de/bildwerk/grosser-wasserstein-6712/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4230842 52.4390028),installation,"steel,granite",Fundstücke – Graniträder,artwork,,,Q116272050,,Raffael Rheinsberg,,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/fundstuecke-granitraeder-5121/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4197649 52.4366662),ensemble,steel,12 Speere,artwork,,,,,Susanne Mahlmeister,,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/12-speere-der-sonne-entgegen-geworfen-12-speere-der-sonne-hinterhergeworfen-5024/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4218316 52.4366507),ensemble,steel,12 Speere,artwork,,,Q114346606,,Susanne Mahlmeister,,,1985,,,,,,https://bildhauerei-in-berlin.de/bildwerk/12-speere-der-sonne-entgegen-geworfen-12-speere-der-sonne-hinterhergeworfen-5024/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4137849 52.4348422),ensemble,granite,Sarkophag,artwork,,,Q115869622,,Jonathan Garnham,,,2002,,,,,,https://bildhauerei-in-berlin.de/bildwerk/sarkophag-6717/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4139499 52.4344579),sculpture,wood,Wurzelhalbkugel,artwork,,,,,Marianne Leisegang,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2965797 52.5127342),,,Seelöwen­brunnen,artwork,,,Q116994454,de:Seelöwenbrunnen (Berlin-Charlottenburg),,,,,,,Category:Seelöwenbrunnen Schloßstraße Charlottenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2968584 52.5121871),mural,,,artwork,,,Q117066764,,Paul Blankenburg,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3016489 52.486063),mural,,Stadtbad Wilmersdorf,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3102449 52.5016851),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2749601 52.5074032),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
