technical_id,key,object_number,district_id,district,neighborhood,green_area_type,playground_name,playground_suffix,year_built,last_renovation_year,area_sqm,dedication,planning_area_number,planning_area_name,net_play_area_sqm,full_address,latitude,longitude,geometry,osm_name,distance_to_osm
00008100_002f2c6b,00008100:002f2c6b,19441,7,Tempelhof-Schöneberg,Lichtenrade,Spielplatz,Nuthestr. 26,Unknown,,,,Unknown,,Unknown,,"Nuthestr. 26,-, Berlin, Germany",52.3939142,13.3942918,POINT (1491045.7427125196 6871665.990932161),,
00008100_0034b5aa,00008100:0034b5aa,19465,7,Tempelhof-Schöneberg,Schöneberg,Spielplatz,Ella-Barowsky-Straße 62,Spielplatz,2024.0,,2411.0,Unknown,7200412.0,Schöneberger Linse,,"Ella-Barowsky-Straße 62,Schöneberger Linse, Berlin, Germany",52.4786953,13.3574866,POINT (1486948.606589975 6887146.841837902),,
00008100_00287308,00008100:00287308,320250,1,Mitte,Wedding,Spielplatz,Schönwalder Str. 19,Ballspielplatz; Reickendorfer Str. 6/Kunkelstr.,,,398.0,gewidmet,1300836.0,Humboldthain Nordwest,,"Schönwalder Str. 19,Humboldthain Nordwest, Berlin, Germany",52.5418182,13.3700619,POINT (1488348.4825825477 6898692.33426475),,
00008100_002a7e26,00008100:002a7e26,00798,3,Pankow,Buch,Spielplatz,Wiltbergstr. 29A,Abenteuerspielplatz und Naturerfahrungsraum,,,9330.0,Unknown,3100101.0,Bucher Forst,,"Wiltbergstr. 29A,Bucher Forst, Berlin, Germany",52.6365585,13.4916212,POINT (1501880.4019597347 6916052.0059153875),,
00008100_0014be02,00008100:0014be02,372910,1,Mitte,Wedding,Spielplatz,Malplaquetstr. 29,Federgeräte im Gehwegbereich; 30462,,,168.0,gewidmet,1401048.0,Leopoldplatz,95.0,"Malplaquetstr. 29,Leopoldplatz, Berlin, Germany",52.5512899,13.3581762,POINT (1487025.3725108262 6900426.187289421),,
00008100_0014bf5b,00008100:0014bf5b,342800,1,Mitte,Wedding,Spielplatz,Themsestr. 4,30402,,,126.0,gewidmet,1400941.0,Londoner Straße,121.0,"Themsestr. 4,Londoner Straße, Berlin, Germany",52.5589559,13.3401521,POINT (1485018.938876819 6901829.769844138),,
00008100_0023224b,00008100:0023224b,253320,1,Mitte,Tiergarten,Spielplatz,Tilla-Durieux-Park,Edelstahl-Großwippen; 20703,,,646.0,gewidmet,1100102.0,Großer Tiergarten,645.0,"Tilla-Durieux-Park,Großer Tiergarten, Berlin, Germany",52.5061216,13.3749616,POINT (1488893.9146915877 6892161.211445517),,
00008100_0028f209,00008100:0028f209,24AS01,11,Lichtenberg,Rummelsburg,Spielplatz,Nöldnerstr. 45,Unknown,,2023.0,2536.0,gewidmet,11400928.0,Nöldnerplatz,2536.0,"Nöldnerstr. 45,Nöldnerplatz, Berlin, Germany",52.5018998,13.4758708,POINT (1500127.075451944 6891389.133119643),,
00008100_0019940c,00008100:0019940c,00160,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Franz-Stenzer-Straße 17/19,allg. Spielplatz,1985.0,,719.0,gewidmet,10100210.0,Marzahner Promenade,718.0,"Franz-Stenzer-Straße 17/19,Marzahner Promenade, Berlin, Germany",52.5451207,13.5440949,POINT (1507721.7475237735 6899296.834745482),,
00008100_0019926e,00008100:0019926e,2306421,10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Burghardweg 40,Spielplatz Neubau (2014),2015.0,,2273.0,gewidmet,10300732.0,Buckower Ring,1829.21,"Burghardweg 40  ,Buckower Ring, Berlin, Germany",52.5332504,13.5695417,POINT (1510554.4723420918 6897124.26792986),,8.832655564648492
00008100_0019942e,00008100:0019942e,00161,10,Marzahn-Hellersdorf,Marzahn,Spielplatz,Franz-Stenzer-Str. 17/19,Bolzplatz,1985.0,,706.0,gewidmet,10100210.0,Marzahner Promenade,700.0,"Franz-Stenzer-Str. 17/19,Marzahner Promenade, Berlin, Germany",52.5451207,13.5440949,POINT (1507721.7475237735 6899296.834745482),,
00008100_00206863,00008100:00206863,R04-23481,10,Marzahn-Hellersdorf,Biesdorf,Spielplatz,Lauinger Straße,Spielplatz,2014.0,,2285.0,gewidmet,10300734.0,Biesdorf Süd,1831.0,"Lauinger Straße,Biesdorf Süd, Berlin, Germany",52.505934,13.5653787,POINT (1510091.0493019193 6892126.901781274),,23.104850243383847
00008100_000a6e56,00008100:000a6e56,211.273,8,Neukölln,Buckow,Spielplatz,Fläzsteinpfad 3,Unknown,,,2415.0,gewidmet,8200832.0,Buckow Mitte,1674.0,"Fläzsteinpfad 3,Buckow Mitte, Berlin, Germany",52.4234856,13.4323385,POINT (1495281.081982884 6877062.284751549),,46.34489969434515
00008100_000a6c3a,00008100:000a6c3a,414.900,8,Neukölln,Neukölln,Spielplatz,Wildenbruchstrasse 25,Abenteuerspielplatz,,,1805.0,Unknown,8100419.0,Treptower Straße Nord,1353.54,"Wildenbruchstrasse 25,Treptower Straße Nord, Berlin, Germany",52.4866953,13.4477042,POINT (1496991.5838825663 6888609.1644129725),,
00008100_000a6d39,00008100:000a6d39,431.221,8,Neukölln,Neukölln,Spielplatz,Mahlower Strasse,Unknown,,,2307.0,gewidmet,8100102.0,Schillerpromenade Nord,1934.83,"Mahlower Strasse,Schillerpromenade Nord, Berlin, Germany",52.4797804,13.4227861,POINT (1494217.7136790303 6887345.172028576),,
00008100_000a6d43,00008100:000a6d43,431.211,8,Neukölln,Neukölln,Spielplatz,Pflügerstrasse,Unknown,,,1035.0,gewidmet,8100310.0,Maybachufer,730.0,"Pflügerstrasse,Maybachufer, Berlin, Germany",52.491143,13.4303137,POINT (1495055.6822779258 6889422.275966621),,
00008100_000a6d3d,00008100:000a6d3d,431.214,8,Neukölln,Neukölln,Spielplatz,Herrfurthstrasse,Unknown,,,829.0,gewidmet,8100102.0,Schillerpromenade Nord,594.0,"Herrfurthstrasse,Schillerpromenade Nord, Berlin, Germany",52.4767812,13.4193196,POINT (1493831.8246641955 6886797.002302734),,
00008100_000a6d40,00008100:000a6d40,431.213,8,Neukölln,Neukölln,Spielplatz,Lichtenrader Str.,Unknown,,,392.0,gewidmet,8100102.0,Schillerpromenade Nord,340.0,"Lichtenrader Str.,Schillerpromenade Nord, Berlin, Germany",52.4764917,13.4203014,POINT (1493941.1181402565 6886744.091791587),,
00008100_000a6d29,00008100:000a6d29,411.245,8,Neukölln,Neukölln,Spielplatz,Kirchgasse 30,Unknown,,2023.0,1098.0,gewidmet,8100416.0,Alt-Rixdorf,549.0,"Kirchgasse 30,Alt-Rixdorf, Berlin, Germany",52.4779714,13.44193,POINT (1496348.8028788278 6887014.533042795),,2.003702513143577
00008100_000a6c8e,00008100:000a6c8e,321.228,8,Neukölln,Britz,Spielplatz,Bendastrasse,Unknown,,,2055.0,gewidmet,8100209.0,Glasower Straße,1372.0,"Bendastrasse,Glasower Straße, Berlin, Germany",52.4630995,13.4376094,POINT (1495867.8358869064 6884296.844765625),,
00008100_000a6d2a,00008100:000a6d2a,411.244,8,Neukölln,Neukölln,Spielplatz,Schudomastrasse 23,Unknown,,2013.0,1899.0,gewidmet,8100417.0,Braunschweiger Straße,1316.0,"Schudomastrasse 23,Braunschweiger Straße, Berlin, Germany",52.4725049,13.4527929,POINT (1497558.0553753662 6886015.4790924145),,27.287806867131355
00008100_000a6d10,00008100:000a6d10,434.200,8,Neukölln,Neukölln,Spielplatz,Rütlistrasse 3,Jugendheim,,,4466.0,Unknown,8100312.0,Weichselplatz,1700.0,"Rütlistrasse 3,Weichselplatz, Berlin, Germany",52.4870378,13.4342535,POINT (1495494.2588077532 6888671.776034879),,
00008100_000a6d31,00008100:000a6d31,411.243,8,Neukölln,Neukölln,Spielplatz,Schudomastrasse,Unknown,,,694.0,gewidmet,8100416.0,Alt-Rixdorf,350.0,"Schudomastrasse,Alt-Rixdorf, Berlin, Germany",52.4732724,13.4516778,POINT (1497433.9230111826 6886155.739399413),,
00008100_000a6d3e,00008100:000a6d3e,431.220,8,Neukölln,Neukölln,Spielplatz,Kienitzer Strasse,Unknown,,,1693.0,gewidmet,8100103.0,Schillerpromenade Süd,1128.0,"Kienitzer Strasse,Schillerpromenade Süd, Berlin, Germany",52.4760684,13.4265616,POINT (1494638.0004165205 6886666.72792989),,
00008100_000a6d42,00008100:000a6d42,431.218,8,Neukölln,Neukölln,Spielplatz,Mainzer Straße,Boddinplatz,2002.0,2015.0,1981.0,gewidmet,8100206.0,Flughafenstraße,1394.0,"Mainzer Straße,Flughafenstraße, Berlin, Germany",52.4817357,13.4275435,POINT (1494747.3050245305 6887702.566205636),,
00008100_002897d6,00008100:002897d6,321.229,8,Neukölln,Britz,Spielplatz,Mariendorfer Weg,Unknown,2019.0,,567.0,gewidmet,8100105.0,Silbersteinstraße,341.29,"Mariendorfer Weg,Silbersteinstraße, Berlin, Germany",52.4366175,13.4261664,POINT (1494594.006953759 6879459.800985508),,
00008100_000a6d2f,00008100:000a6d2f,411.241,8,Neukölln,Neukölln,Spielplatz,Geygerstrasse,Unknown,,2019.0,646.0,gewidmet,8100415.0,Ganghoferstraße,558.0,"Geygerstrasse,Ganghoferstraße, Berlin, Germany",52.4790738,13.4429747,POINT (1496465.0983508595 6887216.021982017),,
00008100_000a6d44,00008100:000a6d44,431.212,8,Neukölln,Neukölln,Spielplatz,Rütlistrasse,Unknown,,,1463.0,gewidmet,8100312.0,Weichselplatz,1216.24,"Rütlistrasse,Weichselplatz, Berlin, Germany",52.4872336,13.4342037,POINT (1495488.7150971116 6888707.569992795),,
00008100_000a6d49,00008100:000a6d49,431.209,8,Neukölln,Neukölln,Spielplatz,Schinkestrasse,Unknown,,2010.0,1153.0,gewidmet,8100310.0,Maybachufer,1051.0,"Schinkestrasse,Maybachufer, Berlin, Germany",52.4941897,13.4222806,POINT (1494161.4416764346 6889979.309501741),,
00008100_000a6e53,00008100:000a6e53,211.271,8,Neukölln,Buckow,Spielplatz,Sandsteinweg,Unknown,,,1288.0,gewidmet,8200831.0,Buckow West,677.0,"Sandsteinweg,Buckow West, Berlin, Germany",52.4177328,13.4030767,POINT (1492023.6733071895 6876012.209944671),,
00008100_000a6b4f,00008100:000a6b4f,241.297,8,Neukölln,Rudow,Spielplatz,Zwickauer Damm,Unknown,,,621.0,gewidmet,8401242.0,Zittauer Straße,371.51,"Zwickauer Damm,Zittauer Straße, Berlin, Germany",52.4233803,13.4839403,POINT (1501025.3680829005 6877043.062814568),,
00008100_000a6d48,00008100:000a6d48,411.216,8,Neukölln,Neukölln,Spielplatz,Sinsheimer Weg 6,Unknown,,,3748.0,gewidmet,8100419.0,Treptower Straße Nord,2851.0,"Sinsheimer Weg 6,Treptower Straße Nord, Berlin, Germany",52.4854892,13.4535872,POINT (1497646.476446903 6888388.683981231),,
